index,LocationType,TimeFrame_x,DataFormat_CI,Num of Child Immigrants,Location,Time,Data Type,TimeFrame_UE,DataFormat_UE,Number of Unemployed Parents
12246,City,2002-2004,Number,N.A.,Baltimore,July,Percent,2012,Percent,0.109
12247,City,2002-2004,Number,N.A.,Baltimore,August,Percent,2012,Percent,0.107
12248,City,2002-2004,Number,N.A.,Baltimore,September,Percent,2012,Percent,0.1
12249,City,2002-2004,Number,N.A.,Baltimore,October,Percent,2012,Percent,0.1
12250,City,2002-2004,Number,N.A.,Baltimore,November,Percent,2012,Percent,0.098
12251,City,2002-2004,Number,N.A.,Baltimore,December,Percent,2012,Percent,0.099
12252,City,2002-2004,Number,N.A.,Baltimore,January,Percent,2013,Percent,0.108
12253,City,2002-2004,Number,N.A.,Baltimore,February,Percent,2013,Percent,0.103
12254,City,2002-2004,Number,N.A.,Baltimore,March,Percent,2013,Percent,0.098
12255,City,2002-2004,Number,N.A.,Baltimore,April,Percent,2013,Percent,0.093
12256,City,2002-2004,Number,N.A.,Baltimore,May,Percent,2013,Percent,0.095
12257,City,2002-2004,Number,N.A.,Baltimore,June,Percent,2013,Percent,0.101
12258,City,2002-2004,Number,N.A.,Baltimore,July,Percent,2013,Percent,0.101
12259,City,2002-2004,Number,N.A.,Baltimore,August,Percent,2013,Percent,0.098
12260,City,2002-2004,Number,N.A.,Baltimore,September,Percent,2013,Percent,0.092
12261,City,2002-2004,Number,N.A.,Baltimore,October,Percent,2013,Percent,0.094
12262,City,2002-2004,Number,N.A.,Baltimore,November,Percent,2013,Percent,0.091
12263,City,2002-2004,Number,N.A.,Baltimore,December,Percent,2013,Percent,0.088
12264,City,2002-2004,Number,N.A.,Baltimore,January,Percent,2014,Percent,0.095
12265,City,2002-2004,Number,N.A.,Baltimore,February,Percent,2014,Percent,0.093
12266,City,2002-2004,Number,N.A.,Baltimore,March,Percent,2014,Percent,0.089
12267,City,2002-2004,Number,N.A.,Baltimore,April,Percent,2014,Percent,0.08
12268,City,2002-2004,Number,N.A.,Baltimore,May,Percent,2014,Percent,0.084
12269,City,2002-2004,Number,N.A.,Baltimore,June,Percent,2014,Percent,0.088
12270,City,2002-2004,Number,N.A.,Baltimore,July,Percent,2014,Percent,0.09
12271,City,2002-2004,Number,N.A.,Baltimore,August,Percent,2014,Percent,0.089
12272,City,2002-2004,Number,N.A.,Baltimore,September,Percent,2014,Percent,0.08
12273,City,2002-2004,Number,N.A.,Baltimore,October,Percent,2014,Percent,0.08
12274,City,2002-2004,Number,N.A.,Baltimore,November,Percent,2014,Percent,0.08
12275,City,2002-2004,Number,N.A.,Baltimore,December,Percent,2014,Percent,0.078
12276,City,2002-2004,Number,N.A.,Baltimore,January,Percent,2015,Percent,0.087
12277,City,2002-2004,Number,N.A.,Baltimore,February,Percent,2015,Percent,0.084
12278,City,2002-2004,Number,N.A.,Baltimore,March,Percent,2015,Percent,0.079
12279,City,2002-2004,Number,N.A.,Baltimore,April,Percent,2015,Percent,0.072
12280,City,2002-2004,Number,N.A.,Baltimore,May,Percent,2015,Percent,0.075
12281,City,2002-2004,Number,N.A.,Baltimore,June,Percent,2015,Percent,0.078
12282,City,2002-2004,Number,N.A.,Baltimore,July,Percent,2015,Percent,0.08
12283,City,2002-2004,Number,N.A.,Baltimore,August,Percent,2015,Percent,0.077
12284,City,2002-2004,Number,N.A.,Baltimore,September,Percent,2015,Percent,0.069
12285,City,2002-2004,Number,N.A.,Baltimore,October,Percent,2015,Percent,0.07
12286,City,2002-2004,Number,N.A.,Baltimore,November,Percent,2015,Percent,0.068
12287,City,2002-2004,Number,N.A.,Baltimore,December,Percent,2015,Percent,0.066
12288,City,2002-2004,Number,N.A.,Baltimore,January,Percent,2016,Percent,0.073
12289,City,2002-2004,Number,N.A.,Baltimore,February,Percent,2016,Percent,0.071
12290,City,2002-2004,Number,N.A.,Baltimore,March,Percent,2016,Percent,0.069
12291,City,2002-2004,Number,N.A.,Baltimore,April,Percent,2016,Percent,0.063
12292,City,2002-2004,Number,N.A.,Baltimore,May,Percent,2016,Percent,0.062
12293,City,2002-2004,Number,N.A.,Baltimore,June,Percent,2016,Percent,0.068
12294,City,2002-2004,Number,N.A.,Baltimore,July,Percent,2016,Percent,0.069
12295,City,2002-2004,Number,N.A.,Baltimore,August,Percent,2016,Percent,0.071
12296,City,2002-2004,Number,N.A.,Baltimore,September,Percent,2016,Percent,0.063
12297,City,2002-2004,Number,N.A.,Baltimore,October,Percent,2016,Percent,0.064
12298,City,2002-2004,Number,N.A.,Baltimore,November,Percent,2016,Percent,0.062
12299,City,2002-2004,Number,N.A.,Baltimore,December,Percent,2016,Percent,0.062
12300,City,2002-2004,Number,N.A.,Baltimore,January,Percent,2017,Percent,0.07
12301,City,2002-2004,Number,N.A.,Baltimore,February,Percent,2017,Percent,0.067
12302,City,2002-2004,Number,N.A.,Baltimore,March,Percent,2017,Percent,0.064
12303,City,2002-2004,Number,N.A.,Baltimore,April,Percent,2017,Percent,0.061
12304,City,2002-2004,Number,N.A.,Baltimore,May,Percent,2017,Percent,0.058
12305,City,2002-2004,Number,N.A.,Baltimore,June,Percent,2017,Percent,0.065
12306,City,2002-2004,Number,N.A.,Baltimore,July,Percent,2017,Percent,0.065
12307,City,2002-2004,Number,N.A.,Baltimore,August,Percent,2017,Percent,0.068
12308,City,2002-2004,Number,N.A.,Baltimore,September,Percent,2017,Percent,0.059
12309,City,2002-2004,Number,N.A.,Baltimore,October,Percent,2017,Percent,0.058
12310,City,2002-2004,Number,N.A.,Baltimore,November,Percent,2017,Percent,0.059
12311,City,2002-2004,Number,N.A.,Baltimore,December,Percent,2017,Percent,0.06
12312,City,2002-2004,Number,N.A.,Baltimore,January,Percent,2018,Percent,0.066
12313,City,2002-2004,Number,N.A.,Baltimore,February,Percent,2018,Percent,0.063
12314,City,2002-2004,Number,N.A.,Baltimore,March,Percent,2018,Percent,0.059
12315,City,2002-2004,Number,N.A.,Baltimore,April,Percent,2018,Percent,0.055
12316,City,2002-2004,Number,N.A.,Baltimore,May,Percent,2018,Percent,0.054
12317,City,2002-2004,Number,N.A.,Baltimore,June,Percent,2018,Percent,0.061
12318,City,2002-2004,Number,N.A.,Baltimore,July,Percent,2018,Percent,0.061
12319,City,2002-2004,Number,N.A.,Baltimore,August,Percent,2018,Percent,0.064
12320,City,2002-2004,Number,N.A.,Baltimore,September,Percent,2018,Percent,0.052
12321,City,2002-2004,Number,N.A.,Baltimore,October,Percent,2018,Percent,0.052
12322,City,2002-2004,Number,N.A.,Baltimore,November,Percent,2018,Percent,0.05
12323,City,2002-2004,Number,N.A.,Baltimore,December,Percent,2018,Percent,0.052
12324,City,2002-2004,Number,N.A.,Baltimore,January,Percent,2019,Percent,0.058
12325,City,2002-2004,Number,N.A.,Baltimore,February,Percent,2019,Percent,0.054
12326,City,2002-2004,Number,N.A.,Baltimore,March,Percent,2019,Percent,0.052
12327,City,2002-2004,Number,N.A.,Baltimore,April,Percent,2019,Percent,0.047
12328,City,2002-2004,Number,N.A.,Baltimore,May,Percent,2019,Percent,0.049
12329,City,2002-2004,Number,N.A.,Baltimore,June,Percent,2019,Percent,0.055
12330,City,2002-2004,Number,N.A.,Baltimore,July,Percent,2019,Percent,0.055
12331,City,2002-2004,Number,N.A.,Baltimore,August,Percent,2019,Percent,0.057
12332,City,2002-2004,Number,N.A.,Baltimore,September,Percent,2019,Percent,0.048
12333,City,2002-2004,Number,N.A.,Baltimore,October,Percent,2019,Percent,0.048
12334,City,2002-2004,Number,N.A.,Baltimore,November,Percent,2019,Percent,0.046
12335,City,2002-2004,Number,N.A.,Baltimore,December,Percent,2019,Percent,0.042
12336,City,2002-2004,Number,N.A.,Baltimore,January,Percent,2020,Percent,0.049
12337,City,2002-2004,Number,N.A.,Baltimore,February,Percent,2020,Percent,0.047
12338,City,2002-2004,Number,N.A.,Baltimore,March,Percent,2020,Percent,0.049
12339,City,2002-2004,Number,N.A.,Baltimore,April,Percent,2020,Percent,0.116
12340,City,2002-2004,Number,N.A.,Baltimore,May,Percent,2020,Percent,0.115
12341,City,2002-2004,Number,N.A.,Baltimore,June,Percent,2020,Percent,0.1
12342,City,2002-2004,Number,N.A.,Baltimore,July,Percent,2020,Percent,0.105
12343,City,2002-2004,Number,N.A.,Baltimore,August,Percent,2020,Percent,0.091
12344,City,2002-2004,Number,N.A.,Baltimore,September,Percent,2020,Percent,0.086
12345,City,2002-2004,Number,N.A.,Baltimore,October,Percent,2020,Percent,0.081
12346,City,2002-2004,Number,N.A.,Baltimore,November,Percent,2020,Percent,0.077
12347,City,2002-2004,Number,N.A.,Baltimore,December,Percent,2020,Percent,0.077
12348,City,2002-2004,Number,N.A.,Baltimore,January,Percent,2021,Percent,0.086
12349,City,2002-2004,Number,N.A.,Baltimore,February,Percent,2021,Percent,0.081
12350,City,2002-2004,Number,N.A.,Baltimore,March,Percent,2021,Percent,0.08
12351,City,2002-2004,Number,N.A.,Baltimore,April,Percent,2021,Percent,0.076
12352,City,2002-2004,Number,N.A.,Baltimore,May,Percent,2021,Percent,0.079
12353,City,2002-2004,Number,N.A.,Baltimore,June,Percent,2021,Percent,0.085
12354,City,2002-2004,Number,N.A.,Baltimore,July,Percent,2021,Percent,0.078
12355,City,2002-2004,Number,N.A.,Baltimore,August,Percent,2021,Percent,0.078
12356,City,2002-2004,Number,N.A.,Baltimore,September,Percent,2021,Percent,0.073
12357,City,2002-2004,Number,N.A.,Baltimore,October,Percent,2021,Percent,0.071
12358,City,2002-2004,Number,N.A.,Baltimore,November,Percent,2021,Percent,0.067
12359,City,2002-2004,Number,N.A.,Baltimore,December,Percent,2021,Percent,0.063
12360,City,2002-2004,Number,N.A.,Baltimore,January,Percent,2022,Percent,0.063
12361,City,2002-2004,Number,N.A.,Baltimore,February,Percent,2022,Percent,0.061
12362,City,2002-2004,Number,N.A.,Baltimore,March,Percent,2022,Percent,0.058
12363,City,2002-2004,Number,N.A.,Baltimore,April,Percent,2022,Percent,0.049
12364,City,2002-2004,Number,N.A.,Baltimore,May,Percent,2022,Percent,0.051
12365,City,2002-2004,Number,N.A.,Baltimore,June,Percent,2022,Percent,0.061
12366,City,2002-2004,Number,N.A.,Baltimore,July,Percent,2022,Percent,0.056
12367,City,2002-2004,Number,N.A.,Baltimore,August,Percent,2022,Percent,0.059
12368,City,2002-2004,Number,N.A.,Baltimore,September,Percent,2022,Percent,0.051
12369,City,2002-2004,Number,N.A.,Baltimore,October,Percent,2022,Percent,0.042
12370,City,2002-2004,Number,N.A.,Baltimore,November,Percent,2022,Percent,0.038
12371,City,2002-2004,Number,N.A.,Baltimore,December,Percent,2022,Percent,0.034
12372,City,2002-2004,Number,N.A.,Baltimore,January,Percent,2023,Percent,0.042
12373,City,2002-2004,Number,N.A.,Baltimore,February,Percent,2023,Percent,0.041
12374,City,2002-2004,Number,N.A.,Baltimore,March,Percent,2023,Percent,0.032
12375,City,2002-2004,Number,N.A.,Baltimore,April,Percent,2023,Percent,0.026
12376,City,2002-2004,Number,N.A.,Baltimore,May,Percent,2023,Percent,0.03
12377,City,2002-2004,Number,N.A.,Baltimore,June,Percent,2023,Percent,0.023
12378,City,2002-2004,Number,N.A.,Baltimore,July,Percent,2023,Percent,0.023
12379,City,2002-2004,Number,N.A.,Baltimore,August,Percent,2023,Percent,0.025
12380,City,2002-2004,Number,N.A.,Baltimore,September,Percent,2023,Percent,
12381,City,2002-2004,Number,N.A.,Baltimore,October,Percent,2023,Percent,
12382,City,2002-2004,Number,N.A.,Baltimore,November,Percent,2023,Percent,
12383,City,2002-2004,Number,N.A.,Baltimore,December,Percent,2023,Percent,
12384,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2000,Percent,0.059
12385,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2000,Percent,0.06
12386,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2000,Percent,0.059
12387,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2000,Percent,0.055
12388,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2000,Percent,0.058
12389,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2000,Percent,0.06
12390,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2000,Percent,0.062
12391,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2000,Percent,0.064
12392,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2000,Percent,0.059
12393,City,2002-2004,Percent,N.A.,Baltimore,October,Percent,2000,Percent,0.057
12394,City,2002-2004,Percent,N.A.,Baltimore,November,Percent,2000,Percent,0.057
12395,City,2002-2004,Percent,N.A.,Baltimore,December,Percent,2000,Percent,0.054
12396,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2001,Percent,0.068
12397,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2001,Percent,0.062
12398,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2001,Percent,0.063
12399,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2001,Percent,0.063
12400,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2001,Percent,0.059
12401,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2001,Percent,0.064
12402,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2001,Percent,0.069
12403,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2001,Percent,0.075
12404,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2001,Percent,0.068
12405,City,2002-2004,Percent,N.A.,Baltimore,October,Percent,2001,Percent,0.066
12406,City,2002-2004,Percent,N.A.,Baltimore,November,Percent,2001,Percent,0.07
12407,City,2002-2004,Percent,N.A.,Baltimore,December,Percent,2001,Percent,0.069
12408,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2002,Percent,0.078
12409,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2002,Percent,0.072
12410,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2002,Percent,0.071
12411,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2002,Percent,0.069
12412,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2002,Percent,0.068
12413,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2002,Percent,0.073
12414,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2002,Percent,0.076
12415,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2002,Percent,0.074
12416,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2002,Percent,0.067
12417,City,2002-2004,Percent,N.A.,Baltimore,October,Percent,2002,Percent,0.067
12418,City,2002-2004,Percent,N.A.,Baltimore,November,Percent,2002,Percent,0.072
12419,City,2002-2004,Percent,N.A.,Baltimore,December,Percent,2002,Percent,0.07
12420,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2003,Percent,0.078
12421,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2003,Percent,0.073
12422,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2003,Percent,0.071
12423,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2003,Percent,0.069
12424,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2003,Percent,0.07
12425,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2003,Percent,0.08
12426,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2003,Percent,0.079
12427,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2003,Percent,0.079
12428,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2003,Percent,0.075
12429,City,2002-2004,Percent,N.A.,Baltimore,October,Percent,2003,Percent,0.072
12430,City,2002-2004,Percent,N.A.,Baltimore,November,Percent,2003,Percent,0.072
12431,City,2002-2004,Percent,N.A.,Baltimore,December,Percent,2003,Percent,0.068
12432,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2004,Percent,0.077
12433,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2004,Percent,0.073
12434,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2004,Percent,0.072
12435,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2004,Percent,0.068
12436,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2004,Percent,0.069
12437,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2004,Percent,0.076
12438,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2004,Percent,0.076
12439,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2004,Percent,0.076
12440,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2004,Percent,0.071
12441,City,2002-2004,Percent,N.A.,Baltimore,October,Percent,2004,Percent,0.071
12442,City,2002-2004,Percent,N.A.,Baltimore,November,Percent,2004,Percent,0.071
12443,City,2002-2004,Percent,N.A.,Baltimore,December,Percent,2004,Percent,0.071
12444,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2005,Percent,0.077
12445,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2005,Percent,0.076
12446,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2005,Percent,0.069
12447,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2005,Percent,0.066
12448,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2005,Percent,0.067
12449,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2005,Percent,0.071
12450,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2005,Percent,0.071
12451,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2005,Percent,0.069
12452,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2005,Percent,0.068
12453,City,2002-2004,Percent,N.A.,Baltimore,October,Percent,2005,Percent,0.067
12454,City,2002-2004,Percent,N.A.,Baltimore,November,Percent,2005,Percent,0.066
12455,City,2002-2004,Percent,N.A.,Baltimore,December,Percent,2005,Percent,0.06
12456,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2006,Percent,0.066
12457,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2006,Percent,0.065
12458,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2006,Percent,0.06
12459,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2006,Percent,0.06
12460,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2006,Percent,0.062
12461,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2006,Percent,0.067
12462,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2006,Percent,0.07
12463,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2006,Percent,0.068
12464,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2006,Percent,0.063
12465,City,2002-2004,Percent,N.A.,Baltimore,October,Percent,2006,Percent,0.06
12466,City,2002-2004,Percent,N.A.,Baltimore,November,Percent,2006,Percent,0.059
12467,City,2002-2004,Percent,N.A.,Baltimore,December,Percent,2006,Percent,0.056
12468,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2007,Percent,0.063
12469,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2007,Percent,0.059
12470,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2007,Percent,0.052
12471,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2007,Percent,0.052
12472,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2007,Percent,0.051
12473,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2007,Percent,0.058
12474,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2007,Percent,0.059
12475,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2007,Percent,0.056
12476,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2007,Percent,0.054
12477,City,2002-2004,Percent,N.A.,Baltimore,October,Percent,2007,Percent,0.053
12478,City,2002-2004,Percent,N.A.,Baltimore,November,Percent,2007,Percent,0.05
12479,City,2002-2004,Percent,N.A.,Baltimore,December,Percent,2007,Percent,0.05
12480,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2008,Percent,0.056
12481,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2008,Percent,0.053
12482,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2008,Percent,0.052
12483,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2008,Percent,0.05
12484,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2008,Percent,0.057
12485,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2008,Percent,0.065
12486,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2008,Percent,0.069
12487,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2008,Percent,0.074
12488,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2008,Percent,0.071
12489,City,2002-2004,Percent,N.A.,Baltimore,October,Percent,2008,Percent,0.074
12490,City,2002-2004,Percent,N.A.,Baltimore,November,Percent,2008,Percent,0.079
12491,City,2002-2004,Percent,N.A.,Baltimore,December,Percent,2008,Percent,0.085
12492,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2009,Percent,0.099
12493,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2009,Percent,0.102
12494,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2009,Percent,0.101
12495,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2009,Percent,0.098
12496,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2009,Percent,0.104
12497,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2009,Percent,0.111
12498,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2009,Percent,0.113
12499,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2009,Percent,0.115
12500,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2009,Percent,0.11
12501,City,2002-2004,Percent,N.A.,Baltimore,October,Percent,2009,Percent,0.11
12502,City,2002-2004,Percent,N.A.,Baltimore,November,Percent,2009,Percent,0.11
12503,City,2002-2004,Percent,N.A.,Baltimore,December,Percent,2009,Percent,0.11
12504,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2010,Percent,0.113
12505,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2010,Percent,0.116
12506,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2010,Percent,0.115
12507,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2010,Percent,0.106
12508,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2010,Percent,0.108
12509,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2010,Percent,0.113
12510,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2010,Percent,0.117
12511,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2010,Percent,0.118
12512,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2010,Percent,0.112
12513,City,2002-2004,Percent,N.A.,Baltimore,October,Percent,2010,Percent,0.108
12514,City,2002-2004,Percent,N.A.,Baltimore,November,Percent,2010,Percent,0.11
12515,City,2002-2004,Percent,N.A.,Baltimore,December,Percent,2010,Percent,0.108
12516,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2011,Percent,0.114
12517,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2011,Percent,0.111
12518,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2011,Percent,0.106
12519,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2011,Percent,0.102
12520,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2011,Percent,0.104
12521,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2011,Percent,0.112
12522,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2011,Percent,0.112
12523,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2011,Percent,0.111
12524,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2011,Percent,0.105
12525,City,2002-2004,Percent,N.A.,Baltimore,October,Percent,2011,Percent,0.102
12526,City,2002-2004,Percent,N.A.,Baltimore,November,Percent,2011,Percent,0.099
12527,City,2002-2004,Percent,N.A.,Baltimore,December,Percent,2011,Percent,0.098
12528,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2012,Percent,0.105
12529,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2012,Percent,0.103
12530,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2012,Percent,0.099
12531,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2012,Percent,0.094
12532,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2012,Percent,0.099
12533,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2012,Percent,0.107
12534,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2012,Percent,0.109
12535,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2012,Percent,0.107
12536,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2012,Percent,0.1
12537,City,2002-2004,Percent,N.A.,Baltimore,October,Percent,2012,Percent,0.1
12538,City,2002-2004,Percent,N.A.,Baltimore,November,Percent,2012,Percent,0.098
12539,City,2002-2004,Percent,N.A.,Baltimore,December,Percent,2012,Percent,0.099
12540,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2013,Percent,0.108
12541,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2013,Percent,0.103
12542,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2013,Percent,0.098
12543,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2013,Percent,0.093
12544,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2013,Percent,0.095
12545,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2013,Percent,0.101
12546,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2013,Percent,0.101
12547,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2013,Percent,0.098
12548,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2013,Percent,0.092
12549,City,2002-2004,Percent,N.A.,Baltimore,October,Percent,2013,Percent,0.094
12550,City,2002-2004,Percent,N.A.,Baltimore,November,Percent,2013,Percent,0.091
12551,City,2002-2004,Percent,N.A.,Baltimore,December,Percent,2013,Percent,0.088
12552,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2014,Percent,0.095
12553,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2014,Percent,0.093
12554,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2014,Percent,0.089
12555,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2014,Percent,0.08
12556,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2014,Percent,0.084
12557,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2014,Percent,0.088
12558,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2014,Percent,0.09
12559,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2014,Percent,0.089
12560,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2014,Percent,0.08
12561,City,2002-2004,Percent,N.A.,Baltimore,October,Percent,2014,Percent,0.08
12562,City,2002-2004,Percent,N.A.,Baltimore,November,Percent,2014,Percent,0.08
12563,City,2002-2004,Percent,N.A.,Baltimore,December,Percent,2014,Percent,0.078
12564,City,2002-2004,Percent,N.A.,Baltimore,January,Percent,2015,Percent,0.087
12565,City,2002-2004,Percent,N.A.,Baltimore,February,Percent,2015,Percent,0.084
12566,City,2002-2004,Percent,N.A.,Baltimore,March,Percent,2015,Percent,0.079
12567,City,2002-2004,Percent,N.A.,Baltimore,April,Percent,2015,Percent,0.072
12568,City,2002-2004,Percent,N.A.,Baltimore,May,Percent,2015,Percent,0.075
12569,City,2002-2004,Percent,N.A.,Baltimore,June,Percent,2015,Percent,0.078
12570,City,2002-2004,Percent,N.A.,Baltimore,July,Percent,2015,Percent,0.08
12571,City,2002-2004,Percent,N.A.,Baltimore,August,Percent,2015,Percent,0.077
12572,City,2002-2004,Percent,N.A.,Baltimore,September,Percent,2015,Percent,0.069
